,Unnamed: 0,story_id,first_sentence,second_sentence,third_sentence,fourth_sentence,fifth_sentence,label
901,901,73cf4b3f-604a-431d-8b5d-8e03b0cfb67a , Alex needed groceries. , She made a list of things to buy. , She gathered her reusable canvas sacks. , She walked to the store. , She bought the groceries. ,1
902,902,967f6a24-cefa-4641-a9d6-e9a71b62e0c1 , Yolanda hates roller coasters. , Katie does not understand why. , She decided to force Yolanda to ride one with her. , Yolanda vomited all over Katie. , Katie regretted forcing Yolanda to go on the ride. ,1
903,903,3d62935c-5ce2-4410-a500-54b140184956 , One thing that Tina wanted to do in NYC was go to a hot dog stand. , She finally saw a Nathan's stand and ordered a traditional one. , The food tasted amazing. , It was expensive but worth it. , She was happy with the hot dog. ,2
904,904,10462d65-75a6-4430-974a-e8af56526fce , Tammy likes to crochet. , Christmas was a few weeks away and she didn't really have money. , She got the idea to take the spare yarn she had to make a blanket. , She then wrapped it up for her grandchild Lorelei. , Lorelei treasured that blanket for years. ,2
905,905,5f02992e-3fc2-4e05-bb1f-a8e81400ff4d , Melinda wanted to go see a scary movie. , She wanted to go by herself to prove she was brave. , Melinda went to the movies and bought a ticket. , Melinda was very afraid while watching the movie. , Melinda wished that she had brought someone. ,1
906,906,9788b485-96f8-4f3d-988a-b0ce82b6a149 , Lamar learns that he will have unexpected houseguests one afternoon. , He doesn't have any food at home to give to his guests. , He decides to brew a pot of tea for them instead. , His guests all enjoy the tea that he makes. , Lamar gave them tea to take home. ,1
907,907,d5f61641-8062-410d-9590-699f11ccd85a , My niece applied for a job at the RMV two Year's ago. , She got the job and was excited. ," They told her she needed a driver's license, which she did not have. ", She showed her employer a doctor's note showing she could not drive. , They decided it was ok to let her work as a secretary. ,2
908,908,c94847d6-71da-43c6-981b-5442f6c1efff , Lela was diagnosed with cancer five years ago. , Everyday has been a struggle. , She went to doctors and treatments almost every day. , Lela finally started getting better the last few months. , Lela then finished treatment and felt better. ,1
909,909,30e8e610-0fbb-4c86-b190-f4934736ab7d , Joyce was adopted by her foster mother when she was 5 Year's old. , After her adoption her mom adopted 3 more children. , Joyce loved being an older sister and she helped her mom a lot. , When she moved out on her own she became a foster parent too. , Joyce loved her children just as much. ,1
910,910,80eb9f53-983e-48ea-b0a1-acbb08419857 , Horatio had always been afraid of eating a raw oyster. ," His girlfriend told him that it was delicious, but he was nervous. ", Finally she took him on a vacation to cape cod to try a fresh oyster. , Horatio took his first bite into a raw oyster and loved it. , He ate ten more. ,1
911,911,ede8db0c-1396-4503-b378-55edc720915a , Tom liked to herd cattle. , He did it every day. , One day a cow went free. , He searched everywhere. , He found the cow and brought it back. ,1
912,912,9f86756b-704a-4422-977a-d77657e819c6 , Alyssa got some coffee on the way to work. , She drank the coffee as she drove. ," Suddenly, she had to quickly stop her car. "," The coffee spilt all over her lap, scalding her legs. ", She almost had an accident as she screamed out in pain. ,1
913,913,eb6bdd24-5e10-445d-92ce-4744959c1d91 , John was driving down the highway. , A Mustang pulled up next to him and kept speed. , He was driving his new Camaro. , They decided to race. , John won the race. ,1
914,914,779fbdd3-3e20-43d0-a214-1eea7ad0e3d3 , Ben wanted to win the costume contest at work this year. , He spent many hours making his costume from scratch. , To add to his costume he applied a lot of stage makeup. ," At work, everyone was impressed with how he looked. ", Ben was pleased. ,1
915,915,f9e6bf5f-ba88-4108-994e-529750445ff1 , My mom asked if she can borrow $100 dollars from me. ," Considering that she's broke, I loaned my credit card to her. "," The next day, my credit card was declined when I tried to buy food. ", The company told me that I made a $320 dollar purchase. , I was angry at my mom for running up my credit card. ,1
916,916,cad13e34-bd2d-4c63-9f8e-40bb50b83812 , Kelly always had the driest hair. , She had no clue what to do. , Finally she went to the doctor. , He prescribed her pills. , Kelly finally had hair that wasn't dry. ,1
917,917,3ad5e2e4-fb20-459c-98b3-b9711e753f16 , Sarah had a fear of being around others. , She decided to force herself to go to a party. ," At the party, she became dizzy and nervous. "," Sarah decided this was enough, and went to see a therapist. ", The therapist taught her ways to cope with her problem. ,1
918,918,a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae , Ellen was at her doctor's office. , She was about to find out the sex of her baby. , She was really hoping for a boy! , She held her breath as the doctor scanned her belly. , Her doctor confirmed it was a boy! ,2
919,919,16d64b08-061c-4449-8320-d0a763aa63a4 , Zoey was taunted by her friends for having a strange name. , She liked her name and wished people wouldn't be so mean. , A new show was made that had a main character named Zoey. , Zoey's name suddenly became very cool to her peers. , Zoey was happy that everyone liked her name now. ,1
920,920,a61e75c6-7885-434b-bbac-4787ece30449 , Miranda just got her driver's license. , She took the family van out for a spin. , She drove for a long time. , But then she realized she was lost. , Miranda went back the way she came to retrace her steps. ,1
921,921,a13f5ef2-8f1d-4be0-a037-ed2c30656414 , Bob went to the doctor. , The doctor told him that he was overweight. , Bob realized that he had to get in shape. , He joined a gym and started to watch what he ate. , Bob got in shape. ,1
922,922,06ccc957-8b69-4d71-8f6f-4fb686041e5a , Lonnie was trying to figure out what majors to take in college. , He knew that his end goal was to be a teacher. , He asked the career counselor for advice. , The counselor gave him a list of prerequisites. , Lonnie finally decided to go into education. ,1
923,923,c01e99e8-d517-4e81-ab33-1d0921737821 , Sherry liked to explore the outdoors. , She decided to hike in the state park on a sunny day. , While walking along a creek she saw something shiny. ," Bending down, she picked up the shiny item. ", It was a quarter. ,1
924,924,09e93773-cb09-4bdb-b1ee-bcf339416c53 , Dorothy's cat was pregnant. , She didn't know how it happened. , She convinced the family to keep the kittens. , It wound up having 7 kittens. , Dorothy made sure to buy lots of cat food. ,1
925,925,57d1f6e1-cdbc-4df6-9841-5dba89d3e63e , Jeremy's mother didn't approve of his lifestyle. ," When he was 21, Jeremy decided to move out. ", He found an apartment in a nearby state with a new job. ," After several Years he cleaned up, and finances his own life. ", Jeremy enjoyed being more responsible. ,2
926,926,9c0cccf4-7008-4997-b0a6-2fadfee4fb55 , Terry realizes his neighborhood has become covered in litter. , He wishes it looked as clean as it did when he was young. , He decides to pick up cans and cigarette butts every night after work. , Eventually his neighbors do too and his neighborhood looks better. , Everyone felt better that it was cleaner. ,1
927,927,462de42f-37e4-4ad3-9830-ea44e8ff72d5 , I wanted to take a shower after work. , I got my clothes and towel from the closet. , I went into the bathroom and turned on the shower. , I got undressed. , Then I stepped into the hot shower. ,1
928,928,5589e9bd-0126-4ff8-86a4-1e8ff4a140b7 , I approached the front of my school. ," Since my brother was at work, I had to wait for him to pick me up. "," Several hours later, I was impatiently waiting. ", He eventually came before night time. , I was very angry at him for not picking me up earlier. ,1
929,929,7956447f-c376-4355-9297-a9c8399f1aa5 , Barry loved to lift weights. , He only used his special barbell to lift weights. , One day he forgot to bring his barbell! , He decided to do cardio instead of lifting. , He still ended up having a great workout. ,1
930,930,51de9244-e843-4b94-9722-e43dee4a76ea , Amber had been working a lot lately. , It was stressing her out a great deal due to other personal issues. , She had been dying for a day off to relax. , On her day off she hung out with boyfriend Rob , They relaxed all day and Amber felt much better. ,2
931,931,9d58bb7c-7f32-4642-82cc-925d8dca62f0 , Carl joined the military right after high school. , He signed a short contract that put him on the front lines. , His best friend was killed in front of him. , Happiness became a foreign concept to Carl. , Carl had to go to therapy for post-traumatic stress disorder. ,2
932,932,ae755c45-9d43-4b87-a751-3131f5ada51b , Eddie liked to watch people use metal detectors on the beach. , He watched one man for a while. , It had been over an hour and the man hadn't found anything yet. , Eddie secretly buried a pile of quarters in the sand. , And watched the man happily get a ping. ,1
933,933,343c091e-8c1c-45db-9b05-27eab342d092 ," When I first met Janice, she didn't know how to crack a walnut. ", I couldn't believe she had gotten this far in life without this skill. , I offered to teach her many methods to crack nuts. , She accepted. , Janice is now an expert walnut cracker. ,1
934,934,b090fb07-e7fd-4c01-ad85-38016522a727 , Beth was taking a shower when she heard a loud knock on the door. , She didn't want to answer and waited for it to go away. ," The next time she took a shower, she heard the loud knock again. "," But when she rushed out of the shower to answer, no one was there. ", Beth decided she was hearing things. ,1
935,935,1f27260a-c856-47ef-a24e-a877bd664b97 , Joe went to college for art. , He graduated with a degree in painting. , He couldn't find a job. , He then responded to an ad in the paper. , Then he got hired. ,1
936,936,2d58e924-e539-40ba-968c-f56efaff1b1a , Bob picked up his glasses from the table. , He slipped them in his backpack to wear at school. , He needed them to see the board. , In science he put them on. , Bob was able to read the writing on the board. ,1
