,emotion,plutchik,selection0,selection1,label
8076,"['tired', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","After rubbing them with the peel, she was able to fall right asleep.",Ian had a crush on Kayla.,0
8077,['disappointed'],"{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 1}",The potatoes went bad.,Lindsay passed her first three certifications with ease.,0
8078,"['tired', 'dirty', 'gross']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",It broke after he could return it to the store.,My controller got very slick.,1
8079,"['happy', 'eager']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She finally found some toys to buy a kid.,The audience clapped for the trick.,0
8080,"['annoyed', 'frustration', 'impatient']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 2, 'anticipation': 2}",She grew impatient when she was not called to see the doctor.,Olan asked the neighbor if he could buy a pie from her.,0
8081,"['stressed', 'determined', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Anna had an essay to write for class.,I fell off my treadmill and felt humiliated.,0
8082,"['desire', 'excited', 'optimistic', 'hopeful', 'happy', 'surprised', 'worried', 'wanted', 'unaffected', 'tiny house', 'concern', 'log cabin', 'scared']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She was new to the job before him.,She found one that looked like a log cabin.,1
8083,"['determined', 'competitive', 'happy', 'satisfied', 'excited', 'accomplished', 'proud']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Barry was thrilled to see a school of jumping fish.,He planted as many flowers as he could.,1
8084,"['anticipation', 'excited', 'apprehensive', 'uncertain', 'nervous', 'happy', 'grateful', 'appreciated', 'cared']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day i decided to go and talk to her.,When she asked him he wouldn't tell her the problem.,0
8085,"['responsible', 'accountable', 'proficient', 'powerful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sonny ended up signing with a modeling agency that night.,Mark Salzman was a fishing boat captain.,1
8086,"['frustrated', 'tensed', 'determined']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",I was trying to find a place to park downtown.,He got distracted ordering some food.,0
8087,"['happy', 'hopeful', 'nervous', 'worried', 'satisfied']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Whole foods charges a small amount too.,He then blew up the balloons and tied them up outside.,1
8088,"['upset', 'annoyed', 'angry', 'guilty', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Tom and Robert decided to walk the five miles home.,They showed her the high electric bill.,1
8089,"['anxious', 'hopeful', 'accomplished', 'determined', 'interesting', 'responsible', 'interested']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Fortunately she just got scraped up a bit.,He sent the book to a book publisher.,1
8090,"['scared', 'relieved', 'happy', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",That's when I noticed a light coming down just before dawn.,Jen felt cold at her house.,0
8091,"['desperate', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Travis had trouble enjoying his trip.,"Gathering her nerve, Susan went to her hairdresser for help.",1
8092,"['glad', 'energetic']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He enjoyed the concert and when it was over, he stuck around.",Dan was glad to see the sun shining after the rain storm last night.,1
8093,"['happy', 'excited', 'cool', 'slighted', 'content', 'generous']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was her first day at the job.,His friends told him to order whatever toppings he liked.,1
8094,"['scared', 'intrigued', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tim easily took first place.,I went outside and quickly grabbed my newspaper.,1
8095,"['anger', 'superior', 'angry', 'fear', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Eli was fighting against the local school board.,"That's when he received a call from his wife, saying his son was sick.",0
8096,"['sad', 'entitled', 'angry', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Chris and Doug left her a small tip as revenge.,Mark loved to skateboard.,0
8097,"['outcastes', 'upset', 'awkward']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 1}","The ball bounced from the rim, but landed in the hoop.","Sandy did not want to be laughed at, so she stayed home.",1
8098,"['satisfied', 'happy', 'lucky']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","As she got further from the house, she heard a faint barking.",He was chosen to be an extra.,1
8099,"['regret', 'boastful', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Terrell considered himself to be a good thief.,He called his friend to help him drag it out.,0
8100,"['disappointing', 'strong', 'surprised', 'proud', 'tough', 'competent']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",She decided to take a snowboarding lesson at the mountain.,Sonya blocked it and no one ever messed with her again.,1
8101,"['accomplished', 'confident', 'worthy', 'proud', 'overjoyed']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The DNA test result showed that Spencer was not the biological father.,He aced the audition.,1
8102,"['introspective', 'relaxed', 'joy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jim enjoys sitting on his porch chewing on his days off.,He decided to go to the local nursery to find a young tree.,0
8103,"['angry', 'strong', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",She fell to temptation of the sweets and ate them.,She walked past them.,1
8104,"['responsible', 'prepared']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She took it to a shop to have a tune up.,"So I got the ball, but he passed to Zach!",0
8105,"['eager', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Their father put all the pieces together and finally it was time.,Dave baked his first cake.,1
8106,"['grateful', 'better', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",James blocked every shot and skyrocketed to superstar status.,They showed him a website that helped him understand it.,1
8107,"['happy', 'dumb', 'confused', 'clever', 'energetic', 'sneaky']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",But she couldn't.,George seemed to be buying it.,1
8108,"['irritated', 'frustrated', 'exasperated', 'positive']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",The ointment I put on it didn't really help much.,She spent the evening looking down at him!,0
8109,"['determined', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He swam almost every day but he wasn't fast.,The lid shut off and left a bruise on my leg.,0
8110,"['happy', 'content', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",My wife and I are on our honeymoon in Cancun.,Gerald was watching his favorite streamer on twitch.,1
8111,"['useless', 'indifferent', 'abandoned', 'perplexed', 'defeated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",I could only get my legs in but it was a fun journey.,He had asked everyone and nobody could give him any direction.,1
8112,"['exhausted', 'excited', 'happy', 'playful', 'relaxed', 'pleased']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The kids ended up swimming for nearly 2 hours.,She put them in a vase with water.,0
8113,"['happy', 'thankful', 'content']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Then I helped load up a truck.,Moving to a different school ended up being satisfying.,1
8114,"['belittled', 'anger', 'angry', 'upset', 'exhausted', 'shocked', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","She stomped to her room, and slammed the door.",Name after name was called out as workers got their reward.,0
8115,"['worried', 'anxious', 'deceptive', 'dishonest', 'relieved']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}","When it was time to wake up in the morning, he slept through the alarm.",It didn't take long for Martin's bad decision to catch up with him.,1
8116,"['kind', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dan and his wife Mary went on a week's vacation.,They were very sweet when we went to meet them.,1
8117,"['respected', 'ashamed', 'vulnerable']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He told a friend a dark secret.,Liz moved into a new neighborhood and a new school for her kids.,0
8118,"['grateful', 'saved', 'lucky']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My parents told me the money was not going to waste.,"Before her ear fell off, she was found by rescuers in a ditch.",1
8119,"['happy', 'joy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The new bag is much stronger and she receives many compliments.,He found many of them and hung them on his shirt like decorations.,0
8120,"['happiness', 'positive', 'energized']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ramon danced at work while waiting tables.,Then a security guard found her and took her aside.,0
8121,"['trust', 'proud', 'determined']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He would do it every morning.,She was humiliated and took. Day off.,0
8122,"['insecure', 'ashamed', 'scared', 'intrigued', 'excited']","{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The friends all played android games with each other.,She saw someone watching.,1
8123,"['excited', 'proud', 'surprised']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The next day the delivery truck came with her desk.,The father was a college professor.,0
8124,"['awkward', 'powerful', 'suspicious', 'excited', 'nervous', 'anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The ticket vendor measured Harry's height.,She heard a soft mewing as she walked to her car.,0
8125,"['happy', 'anxiety', 'enthusiasm', 'positivity', 'enjoyment']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Megan enrolled in a guitar-making course at the community college.,It was a really great time.,1
8126,"['accused', 'angry', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 2}",David decided to sleep with the windows open.,It took five years to get one.,1
8127,"['excited', 'happy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He invited his friends over to help him.,Kim's parents were having a party.,1
8128,"['satisfied', 'confident']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He thought it made him look tough.,He went to the doctor who suggested yet another surgery to remove it.,0
8129,"['happy', 'joy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He made a good amount of extra money that way.,Gary loved to ride bikes.,0
8130,"['thankful', 'informed', 'pretty']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Up and down she jumped and tumbled.,Her sister spent several minutes explaining how to do so.,1
8131,"['impatient', 'proud', 'accomplished', 'relieved', 'tired']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",Dan redid the whole porch with brick.,No one knew who they were from.,0
8132,"['caring', 'satisfied', 'well', 'happy', 'appreciated', 'surprised']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Last week I made Gnocchi for my girlfriend.,They smiled at each other congratulating their good taste.,0
8133,"['sad', 'excited']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}",He was flustered because everyone at the gym was fit.,One of the men was not very smart.,1
8134,"['excited', 'happy', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Yolanda was filthy.,Last weekend I grabbed my surfboard and went down to the beach.,1
8135,"['interested', 'excited', 'amazed', 'surprised']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He went to the store and bought a huge one.,It was extremely elegant with pearls and emeralds.,1
8136,"['startled', 'welcome', 'nervous', 'surprised', 'anticipation']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She started off on a good path.,Behind the door was a teacher and students.,1
8137,"['sad', 'relief']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}","She popped it, but it left a mark a week later.",He prepared the coals and had the steak ready to cook.,0
8138,"['content', 'proud', 'satisfied', 'thrilled', 'glad', 'helpful', 'helped']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",But she decided to have her own party instead.,Ellie signed up and got the spot.,1
8139,"['energized', 'joyful', 'calm', 'satisfied', 'refreshed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Coffee helps her make it through the day.,I called the police and they came to investigate.,0
8140,"['happy', 'proud', 'rich', 'lucky', 'blessed']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He said it was because they were so comfortable.,Sam throw the tv out into a snowbank.,0
8141,"['relieved', 'happy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Eventually, he found it in the washer.",I used to write love letters when I got home about her.,0
8142,"['sad', 'antsy', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He called the support line for the carrier.,So she failed the project.,0
8143,"['loved', 'anxious', 'calm']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Erin was married to a man in the Army.,But he didn't know what toppings he wanted.,0
8144,"['worried', 'concerned', 'hurt', 'agony', 'pain', 'frantic']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She fell constantly and wanted to give up!,He could not walk and was in a lot of pain.,1
